"from","to","weight"
"Nurse #2","Terry",1
"Nurse #2","The Director",1
"Old Woman","Phoebe",1
"Old Woman","Rachel",1
"Old Woman","Rahcel",1
"Old Woman","Ross",1
"Old Woman","Stranger",1
"Older Scientist","Phoebe",1
"Older Scientist","Phoebe Sr",1
"Older Scientist","Rachel",1
"Older Scientist","Ross",1
"Older Scientist","Smart Kid",1
"Older Scientist","Tour Guide",1
"Others","Phoebe",1
"Others","Rachel",1
"Others","Ross",1
"Oven","Phoebe",1
"Oven","Rachel",1
"Oven","Ross",1
"Oven","Sophie",1
"Oven","The Salesman",1
"Owen","Phoebe",1
"Owen","Rachel",1
"Owen","Ross",1
"Pa","Phoebe",1
"Pa","Rachel",1
"Pa","Ross",1
"Pa","Teacher",1
"Pa","Woman",1
"Paleontologist","Phoebe",1
"Paleontologist","Professore Clerk",1
"Paleontologist","Rachel",1
"Paleontologist","Ross",1
"Paleontologist","Sarah",1
"Paleontologist","Waiter",1
"Paleontologist","Woman",1
"Paolo","Phoebe",3
"Paolo","Phoebe's Assistant",1
"Paolo","Rachel",3
"Paolo","Ross",3
"Paolo","Susan",1
"Parker","Phoebe",1
"Parker","Rachel",1
"Parker","Ross",1
"Parker","Uncle Dan",1
"Party Guests","Phoebe",1
"Party Guests","Rachel",1
"Party Guests","Ross",1
"Party Guests","Steve",1
"Passenger","Phoebe",1
"Passenger","Rachel",1
"Passenger","Ross",1
"Passenger","Ticket Agent",1
"Passenger","Waiter",1
"Passenger #1","Passenger #2",1
"Passenger #1","Passenger #3",1
"Passenger #1","Phoebe",1
"Passenger #1","Rachel",1
"Passenger #1","Ross",1
"Passenger #1","Ticket Agent",1
"Passenger #2","Passenger #3",1
"Passenger #2","Phoebe",1
"Passenger #2","Rachel",1
"Passenger #2","Ross",1
"Passenger #2","Ticket Agent",1
"Passenger #3","Phoebe",1
"Passenger #3","Rachel",1
"Passenger #3","Ross",1
"Passenger #3","Ticket Agent",1
"Past Life Phoebe","Phoebe",1
"Past Life Phoebe","Rachel",1
"Past Life Phoebe","Ross",1
"Past Life Phoebe","The Doctor",1
"Past Life Phoebe","The Housekeeper",1
"Past Life Phoebe","The Paramedic",1
"Patrick","Phoebe",1
"Patrick","Professor Feesen",1
"Patrick","Rachel",1
"Patrick","Ross",1
"Patrick","Sebastian",1
"Patron","Phoebe",1
"Patron","Rachel",1
"Patron","Ross",1
"Patron","Woman",1
"Paul","Phoebe",4
"Paul","Priest on Tv",1
"Paul","Rachel",4
"Paul","Ross",4
"Paul","The Dry Cleaner",1
"Paul","The Museum Official",1
"Paul","The Producer",1
"Paul","Waitress",1
"Paul","Wayne",1
"Paula","Phoebe",1
"Paula","Rachel",1
"Paula","Ross",1
"Paula","The Guys",1
"Paulo","Phoebe",1
"Paulo","Rachel",1
"Paulo","Ross",1
"Pbs Volunteer","Phoebe",1
"Pbs Volunteer","Rachel",1
"Pbs Volunteer","Ross",1
"Pbs Volunteer","Stage Director",1
"Pete","Pete's Mom",1
"Pete","Phil",1
"Pete","Phoebe",6
"Pete","Rachel",6
"Pete","Referee",1
"Pete","Robin Williams",1
"Pete","Ross",6
"Pete","Secretary",1
"Pete","Spokeswoman",1
"Pete","Stage Manager",1
"Pete","Stevens",1
"Pete","The Director",2
"Pete","The Guys",1
"Pete","Tommy",1
"Pete","Tv Announcer",1
"Pete","Vince",1
"Pete","Walker",1
"Pete's Mom","Phoebe",1
"Pete's Mom","Rachel",1
"Pete's Mom","Ross",1
"Pete's Mom","Vince",1
"Peter","Phoebe",1
"Peter","Rachel",1
"Peter","Ross",1
"Peter","Tony",1
"Petrie","Phoebe",1
"Petrie","Rachel",1
"Petrie","Ross",1
"Petrie","Santos",1
"Petrie","Young Ethan",1
"Phil","Phoebe",1
"Phil","Rachel",1
"Phil","Referee",1
"Phil","Robin Williams",1
"Phil","Ross",1
"Phil","Stevens",1
"Phil","The Guys",1
"Phil","Tv Announcer",1
"Phoebe","Phoebe Sr",2
"Phoebe","Phoebe Sr.",1
"Phoebe","Phoebe-Estelle",1
"Phoebe","Phoebe's Assistant",1
"Phoebe","Photographer",1
"Phoebe","Pizza Guy",2
"Phoebe","Policeman",1
"Phoebe","Precious",1
"Phoebe","Priest on Tv",1
"Phoebe","Producer",1
"Phoebe","Prof. Sherman",1
"Phoebe","Professor Feesen",1
"Phoebe","Professor Sherman",1
"Phoebe","Professor Spafford",1
"Phoebe","Professore Clerk",1
"Phoebe","Quartet",1
"Phoebe","Racel",1
"Phoebe","Rache",1
"Phoebe","Rachel",224
"Phoebe","Rachel's Boss",1
"Phoebe","Radio",1
"Phoebe","Rahcel",1
"Phoebe","Ralph Lauren",1
"Phoebe","Ray",1
"Phoebe","Raymond",1
"Phoebe","Realtor",2
"Phoebe","Receptionist",5
"Phoebe","Referee",1
"Phoebe","Richard",9
"Phoebe","Richard's Date",2
"Phoebe","Rick",1
"Phoebe","Rita",1
"Phoebe","Rob",1
"Phoebe","Robbie",1
"Phoebe","Robert",1
"Phoebe","Robin Williams",1
"Phoebe","Roger",2
"Phoebe","Ronni",1
"Phoebe","Ross",223
"Phoebe","Roy",2
"Phoebe","Rtst",1
"Phoebe","Russ",1
"Phoebe","Russell",2
"Phoebe","Ryan",1
"Phoebe","Salesman",1
"Phoebe","Salon Girl",1
"Phoebe","Same Man's Voice",1
"Phoebe","Sandy",1
"Phoebe","Santos",1
"Phoebe","Sarah",4
"Phoebe","Scott",1
"Phoebe","Sebastian",1
"Phoebe","Second Dorm Guy",1
"Phoebe","Second Girl",1
"Phoebe","Second Message",1
"Phoebe","Secretary",1
"Phoebe","Security Guard",1
"Phoebe","Sergei",1
"Phoebe","Shelley",1
"Phoebe","Sherman Whitfield",1
"Phoebe","Shop Assistant",1
"Phoebe","Sick Bastard",1
"Phoebe","Sid",1
"Phoebe","Singer",1
"Phoebe","Sister 1",1
"Phoebe","Sleep Clinic Worker",1
"Phoebe","Smart Kid",1
"Phoebe","Smoke Detector",1
"Phoebe","Sonia",1
"Phoebe","Soothing Male Voice",1
"Phoebe","Sophie",4
"Phoebe","Spokeswoman",1
"Phoebe","Stage Director",1
"Phoebe","Stage Manager",2
"Phoebe","Stanley",1
"Phoebe","Stephanie",2
"Phoebe","Steve",5
"Phoebe","Stevens",1
"Phoebe","Store Guy",1
"Phoebe","Strange Man",1
"Phoebe","Stranger",2
"Phoebe","Stripper",1
"Phoebe","Stu",1
"Phoebe","Student",2
"Phoebe","Supervisor",1
"Phoebe","Susan",12
"Phoebe","Susie",1
"Phoebe","Tag",7
"Phoebe","Tape",1
"Phoebe","Tattoo Artist",1
"Phoebe","Teacher",2
"Phoebe","Terry",3
"Phoebe","The ""Hey Guy"" Guy",1
"Phoebe","The A.d",1
"Phoebe","The Acting Teacher",1
"Phoebe","The Bass Barber",1
"Phoebe","The Chorus Line",1
"Phoebe","The Cigarette Guy",1
"Phoebe","The Colonel",1
"Phoebe","The Conductor",1
"Phoebe","The Cooking Teacher",1
"Phoebe","The Croupier",1
"Phoebe","The Cute Guy",1
"Phoebe","The Director",8
"Phoebe","The Doctor",5
"Phoebe","The Dry Cleaner",1
"Phoebe","The Fan",1
"Phoebe","The Fireman",1
"Phoebe","The Food Critic",1
"Phoebe","The Girls",7
"Phoebe","The Grip",1
"Phoebe","The Guys",9
"Phoebe","The Head Librarian",1
"Phoebe","The Hot Girl",1
"Phoebe","The Housekeeper",1
"Phoebe","The Husband",1
"Phoebe","The Instructor",1
"Phoebe","The Interviewer",2
"Phoebe","The Knocker",1
"Phoebe","The Librarian",1
"Phoebe","The Little Girl",1
"Phoebe","The Lurker",1
"Phoebe","The Man",3
"Phoebe","The Museum Official",1
"Phoebe","The Old Man",1
"Phoebe","The Other Woman",1
"Phoebe","The Paramedic",1
"Phoebe","The Pastor",1
"Phoebe","The Photographer",1
"Phoebe","The Porsche Owner",1
"Phoebe","The Presenter",1
"Phoebe","The Producer",1
"Phoebe","The Professor",1
"Phoebe","The Rabbi",1
"Phoebe","The Saleslady",1
"Phoebe","The Salesman",2
"Phoebe","The Saleswoman",1
"Phoebe","The Second Guest",1
"Phoebe","The Security Guard",1
"Phoebe","The Singing Man",1
"Phoebe","The Smoking Woman",1
"Phoebe","The Stripper",1
"Phoebe","The Teacher",2
"Phoebe","The Vampire",1
"Phoebe","The Waiter",2
"Phoebe","The Waitress",1
"Phoebe","The Wedding Guest",1
"Phoebe","The Woman",3
"Phoebe","The Woman Dealer",1
"Phoebe","The Writer",1
"Phoebe","Ticket Agent",4
"Phoebe","Tilly",1
"Phoebe","Tim",2
"Phoebe","Tom",3
"Phoebe","Tommy",1
"Phoebe","Tony",1
"Phoebe","Tour Guide",1
"Phoebe","Trainer",1
"Phoebe","Trudie Styler",1
"Phoebe","Tv",1
"Phoebe","Tv Announcer",2
"Phoebe","Tv Doctor",1
"Phoebe","Uncle Dan",1
"Phoebe","Ursula",6
"Phoebe","Van Damme",1
"Phoebe","Video",1
"Phoebe","Vince",1
"Phoebe","Voice",3
"Phoebe","Waiter",13
"Phoebe","Waiter #2",1
"Phoebe","Waiter in Drag",1
"Phoebe","Waiter No. 2",1
"Phoebe","Waiters",1
"Phoebe","Waitress",6
"Phoebe","Walker",1
"Phoebe","Wayne",1
"Phoebe","We Have 8",1
"Phoebe","Wedding Planner",1
"Phoebe","Whitfield",1
"Phoebe","Whitney",1
"Phoebe","will",1
"Phoebe","Witch",1
"Phoebe","Woman",40
"Phoebe","Woman at Door",1
"Phoebe","Woman Giving Birth",1
"Phoebe","Woman No. 1",2
"Phoebe","Woman No. 2",2
"Phoebe","Woman on Train",1
"Phoebe","Woman on Tv",1
"Phoebe","Woman's Voice",1
"Phoebe","Writer",1
"Phoebe","Young Ethan",1
"Phoebe","Zack",1
"Phoebe","Zoe",1
"Phoebe Sr","Rachel",2
"Phoebe Sr","Ross",2
"Phoebe Sr","Smart Kid",1
"Phoebe Sr","The Girls",1
"Phoebe Sr","The Guys",1
"Phoebe Sr","Tour Guide",1
"Phoebe Sr.","Rachel",1
"Phoebe Sr.","Ross",1
"Phoebe Sr.","Ursula",1
"Phoebe-Estelle","Rachel",1
"Phoebe-Estelle","Realtor",1
"Phoebe-Estelle","Ross",1
"Phoebe's Assistant","Rachel",1
"Phoebe's Assistant","Ross",1
"Phoebe's Assistant","Susan",1
"Photographer","Rachel",1
"Photographer","Ross",1
"Photographer","Second Girl",1
"Photographer","The Girls",1
"Photographer","Waiter",1
"Photographer","Woman",1
"Pizza Guy","Rachel",2
"Pizza Guy","Receptionist",1
"Pizza Guy","Ross",2
"Pizza Guy","Roy",1
"Pizza Guy","Stage Manager",1
"Pizza Guy","Voice",1
"Policeman","Rachel",1
"Policeman","Ross",1
"Policeman","The Chorus Line",1
"Policeman","Waiter in Drag",1
"Policeman","Waitress",1
"Policeman","Woman",1
"Precious","Rachel",1
"Precious","Ross",1
"Priest on Tv","Rachel",1
"Priest on Tv","Ross",1
"Priest on Tv","Waitress",1
"Producer","Rachel",1
"Producer","Ross",1
"Prof. Sherman","Professor Sherman",1
"Prof. Sherman","Rachel",1
"Prof. Sherman","Ross",1
"Prof. Sherman","Shop Assistant",1
"Prof. Sherman","Stranger",1
"Prof. Sherman","Zack",1
"Professor Feesen","Rachel",1
"Professor Feesen","Ross",1
"Professor Feesen","Sebastian",1
"Professor Sherman","Rachel",1
"Professor Sherman","Ross",1
"Professor Sherman","Shop Assistant",1
"Professor Sherman","Stranger",1
"Professor Sherman","Zack",1
"Professor Spafford","Rache",1
"Professor Spafford","Rachel",1
"Professor Spafford","Ross",1
"Professore Clerk","Rachel",1
"Professore Clerk","Ross",1
"Professore Clerk","Sarah",1
"Professore Clerk","Waiter",1
"Professore Clerk","Woman",1
"Quartet","Rachel",1
"Quartet","Ross",1
"Quartet","The Bass Barber",1
"Quartet","Woman",1
"Racel","Rachel",1
"Racel","Ross",1
"Racel","Second Message",1
"Racel","Steve",1
"Racel","Tv",1
"Rache","Rachel",1
"Rache","Ross",1
"Rachel","Rachel's Boss",1
"Rachel","Radio",1
"Rachel","Rahcel",1
"Rachel","Ralph Lauren",1
"Rachel","Ray",1
"Rachel","Raymond",1
"Rachel","Realtor",2
"Rachel","Receptionist",5
"Rachel","Referee",1
"Rachel","Richard",9
"Rachel","Richard's Date",2
"Rachel","Rick",1
"Rachel","Rita",1
"Rachel","Rob",1
"Rachel","Robbie",1
"Rachel","Robert",1
"Rachel","Robin Williams",1
"Rachel","Roger",2
"Rachel","Ronni",1
"Rachel","Ross",223
"Rachel","Roy",2
"Rachel","Rtst",1
"Rachel","Russ",1
"Rachel","Russell",2
"Rachel","Ryan",1
"Rachel","Salesman",1
"Rachel","Salon Girl",1
"Rachel","Same Man's Voice",1
"Rachel","Sandy",1
"Rachel","Santos",1
"Rachel","Sarah",4
"Rachel","Scott",1
"Rachel","Sebastian",1
"Rachel","Second Dorm Guy",1
"Rachel","Second Girl",1
"Rachel","Second Message",1
"Rachel","Secretary",1
"Rachel","Security Guard",1
"Rachel","Sergei",1
"Rachel","Shelley",1
"Rachel","Sherman Whitfield",1
"Rachel","Shop Assistant",1
"Rachel","Sick Bastard",1
"Rachel","Sid",1
"Rachel","Singer",1
"Rachel","Sister 1",1
"Rachel","Sleep Clinic Worker",1
"Rachel","Smart Kid",1
"Rachel","Smoke Detector",1
"Rachel","Sonia",1
"Rachel","Soothing Male Voice",1
"Rachel","Sophie",4
"Rachel","Spokeswoman",1
"Rachel","Stage Director",1
"Rachel","Stage Manager",2
"Rachel","Stanley",1
"Rachel","Stephanie",2
"Rachel","Steve",5
"Rachel","Stevens",1
"Rachel","Store Guy",1
"Rachel","Strange Man",1
"Rachel","Stranger",2
"Rachel","Stripper",1
"Rachel","Stu",1
"Rachel","Student",2
"Rachel","Supervisor",1
"Rachel","Susan",12
"Rachel","Susie",1
"Rachel","Tag",7
"Rachel","Tape",1
"Rachel","Tattoo Artist",1
"Rachel","Teacher",2
"Rachel","Terry",3
"Rachel","The ""Hey Guy"" Guy",1
"Rachel","The A.d",1
"Rachel","The Acting Teacher",1
"Rachel","The Bass Barber",1
"Rachel","The Chorus Line",1
"Rachel","The Cigarette Guy",1
"Rachel","The Colonel",1
"Rachel","The Conductor",1
"Rachel","The Cooking Teacher",1
"Rachel","The Croupier",1
"Rachel","The Cute Guy",1
"Rachel","The Director",8
"Rachel","The Doctor",5
"Rachel","The Dry Cleaner",1
"Rachel","The Fan",1
"Rachel","The Fireman",1
"Rachel","The Food Critic",1
"Rachel","The Girls",7
"Rachel","The Grip",1
"Rachel","The Guys",9
"Rachel","The Head Librarian",1
"Rachel","The Hot Girl",1
"Rachel","The Housekeeper",1
"Rachel","The Husband",1
"Rachel","The Instructor",1
"Rachel","The Interviewer",2
"Rachel","The Knocker",1
"Rachel","The Librarian",1
"Rachel","The Little Girl",1
"Rachel","The Lurker",1
"Rachel","The Man",3
"Rachel","The Museum Official",1
"Rachel","The Old Man",1
"Rachel","The Other Woman",1
"Rachel","The Paramedic",1
"Rachel","The Pastor",1
"Rachel","The Photographer",1
"Rachel","The Porsche Owner",1
"Rachel","The Presenter",1
"Rachel","The Producer",1
"Rachel","The Professor",1
"Rachel","The Rabbi",1
"Rachel","The Saleslady",1
"Rachel","The Salesman",2
"Rachel","The Saleswoman",1
"Rachel","The Second Guest",1
"Rachel","The Security Guard",1
"Rachel","The Singing Man",1
"Rachel","The Smoking Woman",1
"Rachel","The Stripper",1
"Rachel","The Teacher",2
"Rachel","The Vampire",1
"Rachel","The Waiter",2
"Rachel","The Waitress",1
"Rachel","The Wedding Guest",1
"Rachel","The Woman",3
"Rachel","The Woman Dealer",1
"Rachel","The Writer",1
"Rachel","Ticket Agent",4
"Rachel","Tilly",1
"Rachel","Tim",2
"Rachel","Tom",3
"Rachel","Tommy",1
"Rachel","Tony",1
"Rachel","Tour Guide",1
"Rachel","Trainer",1
"Rachel","Trudie Styler",1
"Rachel","Tv",1
"Rachel","Tv Announcer",2
"Rachel","Tv Doctor",1
"Rachel","Uncle Dan",1
"Rachel","Ursula",6
"Rachel","Van Damme",1
"Rachel","Video",1
"Rachel","Vince",1
"Rachel","Voice",3
"Rachel","Waiter",13
"Rachel","Waiter #2",1
"Rachel","Waiter in Drag",1
"Rachel","Waiter No. 2",1
"Rachel","Waiters",1
"Rachel","Waitress",6
"Rachel","Walker",1
"Rachel","Wayne",1
"Rachel","We Have 8",1
"Rachel","Wedding Planner",1
"Rachel","Whitfield",1
"Rachel","Whitney",1
"Rachel","will",1
"Rachel","Witch",1
"Rachel","Woman",40
"Rachel","Woman at Door",1
"Rachel","Woman Giving Birth",1
"Rachel","Woman No. 1",2
"Rachel","Woman No. 2",2
"Rachel","Woman on Train",1
"Rachel","Woman on Tv",1
"Rachel","Woman's Voice",1
"Rachel","Writer",1
"Rachel","Young Ethan",1
"Rachel","Zack",1
"Rachel","Zoe",1
"Rachel's Boss","Ross",1
"Rachel's Boss","Sarah",1
"Rachel's Boss","Woman",1
"Radio","Ross",1
"Radio","Rtst",1
"Rahcel","Ross",1
"Rahcel","Stranger",1
"Ralph Lauren","Ross",1
"Ray","Ross",1
"Ray","Woman",1
"Raymond","Ross",1
"Realtor","Rita",1
"Realtor","Ross",2
"Realtor","Woman",1
"Receptionist","Ross",5
"Receptionist","The Doctor",1
"Receptionist","The Instructor",1
"Receptionist","Woman",1
"Referee","Robin Williams",1
"Referee","Ross",1
"Referee","Stevens",1
"Referee","The Guys",1
"Referee","Tv Announcer",1
"Richard","Richard's Date",2
"Richard","Robert",1
"Richard","Ross",9
"Richard","Ryan",1
"Richard","Sarah",1
"Richard","Scott",1
"Richard","Second Dorm Guy",1
"Richard","Sherman Whitfield",1
"Richard","Susan",1
"Richard","Tattoo Artist",1
"Richard","The Director",1
"Richard","The Girls",1
"Richard","The Guys",1
"Richard","The Rabbi",1
"Richard","Tilly",1
"Richard","Waitress",1
"Richard","Wedding Planner",1
"Richard","Whitfield",1
"Richard","Woman",1
"Richard","Woman's Voice",1
"Richard","Writer",1
"Richard","Zoe",1
"Richard's Date","Robert",1
"Richard's Date","Ross",2
"Richard's Date","Sarah",1
"Richard's Date","Second Dorm Guy",1
"Richard's Date","The Girls",1
"Richard's Date","Waitress",1
"Richard's Date","Zoe",1
"Rick","Ross",1
"Rick","Woman",1
"Rita","Ross",1
"Rita","Woman",1
"Rob","Ross",1
"Rob","Security Guard",1
"Rob","Susie",1
"Rob","Trainer",1
"Rob","Tv Doctor",1
"Rob","Van Damme",1
"Rob","Waiter",1
"Robbie","Ross",1
"Robbie","Susan",1
"Robert","Ross",1
"Robin Williams","Ross",1
"Robin Williams","Stevens",1
"Robin Williams","The Guys",1
"Robin Williams","Tv Announcer",1
"Roger","Ronni",1
"Roger","Ross",2
"Ronni","Ross",1
"Ross","Roy",2
"Ross","Rtst",1
"Ross","Russ",1
"Ross","Russell",2
"Ross","Ryan",1
"Ross","Salesman",1
"Ross","Salon Girl",1
"Ross","Same Man's Voice",1
"Ross","Sandy",1
"Ross","Santos",1
"Ross","Sarah",4
"Ross","Scott",1
"Ross","Sebastian",1
"Ross","Second Dorm Guy",1
"Ross","Second Girl",1
"Ross","Second Message",1
"Ross","Secretary",1
"Ross","Security Guard",1
"Ross","Sergei",1
"Ross","Shelley",1
"Ross","Sherman Whitfield",1
"Ross","Shop Assistant",1
"Ross","Sick Bastard",1
"Ross","Sid",1
"Ross","Singer",1
"Ross","Sister 1",1
"Ross","Sleep Clinic Worker",1
"Ross","Smart Kid",1
"Ross","Smoke Detector",1
"Ross","Sonia",1
"Ross","Soothing Male Voice",1
"Ross","Sophie",4
"Ross","Spokeswoman",1
"Ross","Stage Director",1
"Ross","Stage Manager",2
"Ross","Stanley",1
"Ross","Stephanie",2
"Ross","Steve",5
"Ross","Stevens",1
"Ross","Store Guy",1
"Ross","Strange Man",1
"Ross","Stranger",2
"Ross","Stripper",1
"Ross","Stu",1
"Ross","Student",2
"Ross","Supervisor",1
"Ross","Susan",12
"Ross","Susie",1
"Ross","Tag",7
"Ross","Tape",1
"Ross","Tattoo Artist",1
"Ross","Teacher",2
"Ross","Terry",3
"Ross","The ""Hey Guy"" Guy",1
"Ross","The A.d",1
"Ross","The Acting Teacher",1
"Ross","The Bass Barber",1
"Ross","The Chorus Line",1
"Ross","The Cigarette Guy",1
"Ross","The Colonel",1
"Ross","The Conductor",1
"Ross","The Cooking Teacher",1
"Ross","The Croupier",1
"Ross","The Cute Guy",1
"Ross","The Director",8
"Ross","The Doctor",5
"Ross","The Dry Cleaner",1
"Ross","The Fan",1
"Ross","The Fireman",1
"Ross","The Food Critic",1
"Ross","The Girls",7
"Ross","The Grip",1
"Ross","The Guys",9
"Ross","The Head Librarian",1
"Ross","The Hot Girl",1
"Ross","The Housekeeper",1
"Ross","The Husband",1
"Ross","The Instructor",1
"Ross","The Interviewer",2
"Ross","The Knocker",1
"Ross","The Librarian",1
"Ross","The Little Girl",1
"Ross","The Lurker",1
"Ross","The Man",3
"Ross","The Museum Official",1
"Ross","The Old Man",1
"Ross","The Other Woman",1
"Ross","The Paramedic",1
"Ross","The Pastor",1
"Ross","The Photographer",1
"Ross","The Porsche Owner",1
"Ross","The Presenter",1
"Ross","The Producer",1
"Ross","The Professor",1
"Ross","The Rabbi",1
"Ross","The Saleslady",1
"Ross","The Salesman",2
"Ross","The Saleswoman",1
"Ross","The Second Guest",1
"Ross","The Security Guard",1
"Ross","The Singing Man",1
"Ross","The Smoking Woman",1
"Ross","The Stripper",1
"Ross","The Teacher",2
"Ross","The Vampire",1
"Ross","The Waiter",2
"Ross","The Waitress",1
"Ross","The Wedding Guest",1
"Ross","The Woman",3
"Ross","The Woman Dealer",1
"Ross","The Writer",1
"Ross","Ticket Agent",4
"Ross","Tilly",1
"Ross","Tim",2
"Ross","Tom",3
"Ross","Tommy",1
"Ross","Tony",1
"Ross","Tour Guide",1
"Ross","Trainer",1
"Ross","Trudie Styler",1
"Ross","Tv",1
"Ross","Tv Announcer",2
"Ross","Tv Doctor",1
"Ross","Uncle Dan",1
"Ross","Ursula",6
"Ross","Van Damme",1
"Ross","Video",1
"Ross","Vince",1
"Ross","Voice",3
"Ross","Waiter",13
"Ross","Waiter #2",1
"Ross","Waiter in Drag",1
"Ross","Waiter No. 2",1
"Ross","Waiters",1
"Ross","Waitress",6
"Ross","Walker",1
"Ross","Wayne",1
"Ross","We Have 8",1
"Ross","Wedding Planner",1
"Ross","Whitfield",1
"Ross","Whitney",1
"Ross","will",1
"Ross","Witch",1
"Ross","Woman",40
"Ross","Woman at Door",1
"Ross","Woman Giving Birth",1
"Ross","Woman No. 1",2
"Ross","Woman No. 2",2
"Ross","Woman on Train",1
"Ross","Woman on Tv",1
"Ross","Woman's Voice",1
"Ross","Writer",1
"Ross","Young Ethan",1
"Ross","Zack",1
"Ross","Zoe",1
"Roy","Stage Manager",1
"Roy","Voice",1
"Russ","Waiter",1
"Russell","Stephanie",1
"Russell","The Director",1
"Russell","The Professor",1
"Ryan","Scott",1
"Salon Girl","Sonia",1
"Salon Girl","Woman",1
"Same Man's Voice","The Fan",1
"Same Man's Voice","The Vampire",1
"Same Man's Voice","Ursula",1
"Santos","Young Ethan",1
"Sarah","Second Dorm Guy",1
"Sarah","The Girls",1
"Sarah","Waiter",2
"Sarah","Waitress",1
"Sarah","Woman",2
"Sarah","Zoe",1
"Second Dorm Guy","The Girls",1
"Second Dorm Guy","Waitress",1
"Second Dorm Guy","Zoe",1
"Second Girl","The Girls",1
"Second Girl","Waiter",1
"Second Girl","Woman",1
"Second Message","Steve",1
"Second Message","Tv",1
"Secretary","Walker",1
"Security Guard","Susie",1
"Security Guard","Trainer",1
"Security Guard","Tv Doctor",1
"Security Guard","Van Damme",1
"Security Guard","Waiter",1
"Sergei","Sophie",1
"Sherman Whitfield","The Guys",1
"Sherman Whitfield","Whitfield",1
"Sherman Whitfield","Woman's Voice",1
"Shop Assistant","Stranger",1
"Shop Assistant","Zack",1
"Sick Bastard","Sid",1
"Sick Bastard","Woman",1
"Sick Bastard","Woman Giving Birth",1
"Sid","Woman",1
"Sid","Woman Giving Birth",1
"Singer","Woman",1
"Sleep Clinic Worker","The Saleslady",1
"Sleep Clinic Worker","Woman",1
"Smart Kid","Tour Guide",1
"Smoke Detector","Tag",1
"Smoke Detector","The Fireman",1
"Sonia","Woman",1
"Soothing Male Voice","Susan",1
"Soothing Male Voice","Teacher",1
"Soothing Male Voice","Ursula",1
"Soothing Male Voice","Woman",1
"Sophie","The Director",1
"Sophie","The Salesman",1
"Sophie","Woman",1
"Spokeswoman","The Director",1
"Stage Manager","The Director",1
"Stage Manager","Tommy",1
"Stage Manager","Voice",1
"Stanley","The Doctor",1
"Stanley","The Grip",1
"Stanley","The Husband",1
"Stephanie","Terry",1
"Steve","Tv",1
"Steve","Waiter",2
"Steve","Waiter #2",1
"Steve","Waitress",1
"Steve","Woman",1
"Stevens","The Guys",1
"Stevens","Tv Announcer",1
"Store Guy","Susan",1
"Strange Man","Tom",1
"Stranger","Zack",1
"Stripper","Stu",1
"Stripper","Waiter",1
"Stu","Waiter",1
"Student","Waitress",1
"Supervisor","The ""Hey Guy"" Guy",1
"Susan","Teacher",1
"Susan","Terry",1
"Susan","Ursula",1
"Susan","Woman",4
"Susie","Trainer",1
"Susie","Tv Doctor",1
"Susie","Van Damme",1
"Susie","Waiter",1
"Tag","Terry",1
"Tag","The Director",1
"Tag","The Fireman",1
"Tag","The Knocker",1
"Tag","The Man",1
"Tag","The Photographer",1
"Tag","The Woman",1
"Tag","Ursula",1
"Tag","Whitney",1
"Tag","Woman",1
"Teacher","Ursula",1
"Teacher","Woman",2
"Terry","The Director",1
"The A.d","The Cigarette Guy",1
"The A.d","Woman",1
"The Acting Teacher","The Cooking Teacher",1
"The Acting Teacher","The Food Critic",1
"The Acting Teacher","The Interviewer",1
"The Bass Barber","Woman",1
"The Chorus Line","Waiter in Drag",1
"The Chorus Line","Waitress",1
